cp;nom;distance;P01-02;P03-04;P05-P06;P07-08;P09-12;P13-16;P17-31;P32-54
21320;Maconge;227;406;421;436;456;811;892;1024;1094
21230;Magnien;245;439;454;469;489;879;967;1105;1178
21450;Magny lambert;161;282;297;312;332;564;620;727;785
21140;Magny la ville;191;338;353;368;388;676;744;862;925
21170;Magny les aubigny;259;466;481;496;516;931;1024;1168;1244
21130;Magny montarlot;262;471;486;501;521;943;1037;1181;1258
21700;Magny les villers;271;488;503;518;538;976;1074;1222;1300
21310;Magny st medard;236;423;438;453;473;845;930;1064;1136
21110;Magny sur tille;242;434;449;464;484;868;954;1091;1164
21130;Les maillys;263;473;488;503;523;946;1041;1186;1263
21400;Maisey le duc;146;254;269;284;304;508;558;659;714
21410;Malain;262;471;486;501;521;943;1037;1181;1258
21230;Maligny;244;438;453;468;488;875;963;1100;1174
21430;Manlay;223;398;413;428;448;796;876;1006;1075
21270;Marandeuil;234;419;434;449;469;838;921;1055;1127
21350;Marcellois;208;370;385;400;420;740;814;938;1005
21330;Marcenay;137;237;252;267;287;474;521;619;672
21430;Marcheseuil;223;398;413;428;448;796;876;1006;1075
21390;Marcigny sous thil;203;361;376;391;411;721;793;916;982
21350;Marcilly les vitteaux;200;355;370;385;405;710;781;902;968
21320;Marcilly ogny;217;387;402;417;437;774;851;979;1047
21120;Marcilly sur tille;210;374;389;404;424;748;822;947;1014
21700;Marey les fussey;270;486;501;516;536;973;1070;1217;1296
21120;Marey sur tille;193;342;357;372;392;684;752;871;935
21150;Marigny le cahouet;192;340;355;370;390;680;748;866;930
21200;Marigny les reullee;287;518;533;548;568;1036;1140;1294;1375
21110;Marliens;250;449;464;479;499;898;987;1127;1202
21500;Marmagne;171;301;316;331;351;601;661;772;832
21160;Marsannay la cote;246;441;456;471;491;883;971;1109;1183
21380;Marsannay le bois;219;391;406;421;441;781;859;988;1057
21320;Martrois;220;393;408;423;443;785;864;992;1061
21400;Massingy;145;252;267;282;302;504;554;655;710
21140;Massingy les semur;188;333;348;363;383;665;732;848;911
21350;Massingy les vitteaux;203;361;376;391;411;721;793;916;982
21430;Maupas;215;383;398;413;433;766;843;970;1038
21510;Mauvilly;163;286;301;316;336;571;628;736;794
21190;Mavilly mandelot;253;454;469;484;504;909;1000;1141;1216
21270;Maxilly sur saone;241;432;447;462;482;864;950;1087;1160
21320;Meilly sur rouvres;228;408;423;438;458;815;897;1028;1099
21580;Le meix;189;334;349;364;384;669;736;853;916
21190;Meloisey;288;520;535;550;570;1040;1144;1298;1380
21290;Menesble;164;288;303;318;338;575;633;740;799
21430;Menessaire;225;402;417;432;452;804;884;1015;1085
21150;Menetreux le pitois;182;321;336;351;371;643;707;821;883
21190;Merceuil;274;494;509;524;544;988;1086;1235;1314
21540;Mesmont;266;479;494;509;529;958;1053;1199;1277
21220;Messanges;269;484;499;514;534;969;1066;1213;1291
21380;Messigny et vantoux;228;408;423;438;458;815;897;1028;1099
21700;Meuilley;267;481;496;511;531;961;1057;1204;1282
21510;Meulson;168;295;310;325;345;590;649;758;818
21200;Meursanges;288;520;535;550;570;1040;1144;1298;1380
21190;Meursault;287;518;533;548;568;1036;1140;1294;1375
21140;Millery;179;316;331;346;366;631;694;808;869
21230;Mimeure;237;424;439;454;474;849;934;1069;1141
21510;Minot;176;310;325;340;360;620;682;794;855
21310;Mirebeau sur beze;225;402;417;432;452;804;884;1015;1085
21210;Missery;210;374;389;404;424;748;822;947;1014
21510;Moitron;169;297;312;327;347;594;653;763;822
21330;Molesmes;117;199;214;229;249;399;439;529;578
21340;Molinot;259;466;481;496;516;931;1024;1168;1244
21120;Moloy;218;389;404;419;439;778;855;983;1052
21210;Molphey;196;348;363;378;398;695;765;884;949
21200;Montagny les beaune;279;503;518;533;553;1006;1107;1258;1338
21250;Montagny les seurre;292;528;543;558;578;1055;1161;1316;1399
21500;Montbard;170;299;314;329;349;598;657;767;827
21460;Montberthault;189;334;349;364;384;669;736;853;916
21360;Montceau et echarnant;249;447;462;477;497;894;983;1123;1197
21190;Monthelie;286;516;531;546;566;1033;1136;1289;1371
21500;Montigny montfort;170;299;314;329;349;598;657;767;827
21390;Montigny st barthelemy;200;355;370;385;405;710;781;902;968
21140;Montigny sur armancon;203;361;376;391;411;721;793;916;982
21520;Montigny sur aube;137;237;252;267;287;474;521;619;672
21610;Montigny mornay villeneuv;214;381;396;411;431;763;839;965;1033
21210;Montlay en auxois;204;363;378;393;413;725;798;920;986
21400;Montliot et courcelles;132;228;243;258;278;455;501;596;649
21250;Montmain;277;499;514;529;549;999;1099;1249;1328
21270;Montmancon;232;415;430;445;465;830;913;1046;1118
21290;Montmoyen;164;288;303;318;338;575;633;740;799
21540;Montoillot;239;428;443;458;478;856;942;1078;1150
21170;Montot;264;475;490;505;525;950;1045;1190;1268
21320;Mont st jean;214;381;396;411;431;763;839;965;1033
21220;Morey st denis;254;456;471;486;506;913;1004;1145;1221
21610;Mornay;215;383;398;413;433;766;843;970;1038
21400;Mosson;133;229;244;259;279;459;505;601;653
21210;La motte ternant;211;376;391;406;426;751;826;952;1019
21500;Moutiers st jean;170;299;314;329;349;598;657;767;827
21230;Musigny;235;421;436;451;471;841;925;1060;1132
21150;Mussy la fosse;186;329;344;359;379;658;723;839;902
21390;Nan sous thil;203;361;376;391;411;721;793;916;982
21190;Nantoux;286;516;531;546;566;1033;1136;1289;1371
21330;Nesle et massoult;147;256;271;286;306;511;562;664;719
21800;Neuilly les dijon;240;430;445;460;480;860;946;1082;1155
21580;Neuvelle les grancey;183;323;338;353;373;646;711;826;888
21330;Nicey;136;235;250;265;285;470;517;614;668
21400;Nod sur seine;149;259;274;289;309;519;571;673;728
21500;Nogent les monbard;173;304;319;334;354;609;670;781;841
21390;Noidan;201;357;372;387;407;714;785;907;972
21910;Noiron sous gevrey;251;451;466;481;501;901;991;1132;1207
21310;Noiron sur beze;222;396;411;426;446;793;872;1001;1071
21400;Noiron sur seine;125;214;229;244;264;429;472;565;616
21340;Nolay;298;539;554;569;589;1078;1185;1343;1427
21490;Norges la ville;222;396;411;426;446;793;872;1001;1071
21390;Normier;209;372;387;402;422;744;818;943;1010
21700;Nuits st georges;261;469;484;499;519;939;1033;1177;1253
21400;Obtree;129;222;237;252;272;444;488;583;635
21450;Oigny;168;295;310;325;345;590;649;758;818
21310;Oisilly;230;411;426;441;461;823;905;1037;1108
21610;Orain;223;398;413;428;448;796;876;1006;1075
21490;Orgeux;231;413;428;443;463;826;909;1042;1113
21510;Origny;161;282;297;312;332;564;620;727;785
21450;Orret;174;306;321;336;356;613;674;785;846
21260;Orville;209;372;387;402;422;744;818;943;1010
21600;Ouges;244;438;453;468;488;875;963;1100;1174
21250;Pagny la ville;265;477;492;507;527;954;1049;1195;1272
21250;Pagny le chateau;286;516;531;546;566;1033;1136;1289;1371
21360;Painblanc;238;426;441;456;476;853;938;1073;1146
21540;Panges;204;363;378;393;413;725;798;920;986
21370;Pasques;256;460;475;490;510;920;1012;1154;1230
21440;Pellerey;187;331;346;361;381;661;727;844;907
21420;Pernand vergelesse;280;505;520;535;555;1010;1111;1262;1343
21160;Perrigny les dijon;245;439;454;469;489;879;967;1105;1178
21270;Perrigny sur l ognon;251;451;466;481;501;901;991;1132;1207
21120;Pichanges;214;381;396;411;431;763;839;965;1033
21500;Planay;147;256;271;286;306;511;562;664;719
21370;Plombieres les dijon;247;443;458;473;493;886;975;1114;1188
21110;Pluvault;256;460;475;490;510;920;1012;1154;1230
21110;Pluvet;255;458;473;488;508;916;1008;1150;1225
21330;Poincon les larrey;136;235;250;265;285;470;517;614;668
21440;Poiseul la grange;189;334;349;364;384;669;736;853;916
21450;Poiseul la ville et laper;175;308;323;338;358;616;678;790;850
21120;Poiseul les saulx;225;402;417;432;452;804;884;1015;1085
21630;Pommard;282;509;524;539;559;1018;1119;1271;1352
21130;Poncey les athee;261;469;484;499;519;939;1033;1177;1253
21440;Poncey sur l ignon;186;329;344;359;379;658;723;839;902
21130;Pont;257;462;477;492;512;924;1016;1159;1235
21270;Pontailler sur saone;249;447;462;477;497;894;983;1123;1197
21410;Pont de pany;261;469;484;499;519;939;1033;1177;1253
21140;Pont et massene;200;355;370;385;405;710;781;902;968
21350;Posanges;197;349;364;379;399;699;769;889;953
21400;Pothieres;128;220;235;250;270;440;484;578;630
21150;Pouillenay;186;329;344;359;379;658;723;839;902
21320;Pouilly en auxois;225;402;417;432;452;804;884;1015;1085
21250;Pouilly sur saone;280;505;520;535;555;1010;1111;1262;1343
21610;Pouilly sur vingeanne;217;387;402;417;437;774;851;979;1047
21410;Pralon;210;374;389;404;424;748;822;947;1014
21390;Precy sous thil;200;355;370;385;405;710;781;902;968
21700;Premeaux prissey;265;477;492;507;527;954;1049;1195;1272
21110;Premieres;258;464;479;494;514;928;1020;1163;1239
21370;Prenois;252;453;468;483;503;905;996;1136;1211
21700;Prissey;265;477;492;507;527;954;1049;1195;1272
21400;Prusly sur ource;143;248;263;278;298;496;546;646;700
21400;Puits;153;267;282;297;317;534;587;691;747
21190;Puligny montrachet;290;524;539;554;574;1048;1152;1307;1389
21220;Quemigny poisot;261;469;484;499;519;939;1033;1177;1253
21510;Quemigny sur seine;165;289;304;319;339;579;637;745;803
21800;Quetigny;232;415;430;445;465;830;913;1046;1118
21500;Quincerot;107;181;196;211;231;361;397;484;532
21700;Quincey;253;454;469;484;504;909;1000;1141;1216
21500;Quincy le vicomte;167;293;308;323;343;586;645;754;813
21290;Recey sur ource;161;282;297;312;332;564;620;727;785
21540;Remilly en montagne;237;424;439;454;474;849;934;1069;1141
21560;Remilly sur tille;233;417;432;447;467;834;917;1051;1122
21310;Reneve;232;415;430;445;465;830;913;1046;1118
21220;Reulle vergy;272;490;505;520;540;980;1078;1226;1305
21570;Riel les eaux;128;220;235;250;270;440;484;578;630
21530;La roche en brenil;190;336;351;366;386;673;740;857;921
21510;Rochefort;156;273;288;303;323;545;600;704;761
21340;La rochepot;294;531;546;561;581;1063;1169;1325;1408
21150;La roche vanneau;192;340;355;370;390;680;748;866;930
21390;Roilly;198;351;366;381;401;703;773;893;958
21500;Rougemont;156;273;288;303;323;545;600;704;761
21530;Rouvray;188;333;348;363;383;665;732;848;911
21110;Rouvres en plaine;243;436;451;466;486;871;958;1096;1169
21320;Rouvres sous meilly;228;408;423;438;458;815;897;1028;1099
21200;Ruffey les beaune;283;511;526;541;561;1021;1123;1276;1357
21490;Ruffey les echirey;235;421;436;451;471;841;925;1060;1132
21260;Sacquenay;218;389;404;419;439;778;855;983;1052
21350;Saffres;204;363;378;393;413;725;798;920;986
21530;St andeux;186;329;344;359;379;658;723;839;902
21540;St anthot;215;383;398;413;433;766;843;970;1038
21850;St apollinaire;233;417;432;447;467;834;917;1051;1122
21190;St aubin;288;520;535;550;570;1040;1144;1298;1380
21700;St bernard;262;471;486;501;521;943;1037;1181;1258
21290;St broing les moines;170;299;314;329;349;598;657;767;827
21350;Ste colombe;202;359;374;389;409;718;789;911;977
21400;Ste colombe sur seine;135;233;248;263;283;466;513;610;663
21210;St didier;210;374;389;404;424;748;822;947;1014
21140;St euphrone;202;359;374;389;409;718;789;911;977
21530;St germain de modeon;190;336;351;366;386;673;740;857;921
21510;St germain le rocheux;154;269;284;299;319;538;591;695;752
21500;St germain les senailly;169;297;312;327;347;594;653;763;822
21690;St germain source seine;183;323;338;353;373;646;711;826;888
21690;St helier;197;349;364;379;399;699;769;889;953
21410;St jean de boeuf;273;492;507;522;542;984;1082;1231;1310
21170;St jean de losne;267;481;496;511;531;961;1057;1204;1282
21490;St julien;224;400;415;430;450;800;880;1010;1080
21270;St leger triey;244;438;453;468;488;875;963;1100;1174
21450;St marc sur seine;157;274;289;304;324;549;604;709;766
21200;Ste marie la blanche;282;509;524;539;559;1018;1119;1271;1352
21410;Ste marie sur ouche;261;469;484;499;519;939;1033;1177;1253
21210;St martin de la mer;208;370;385;400;420;740;814;938;1005
21440;St martin du mont;192;340;355;370;390;680;748;866;930
21610;St maurice sur vingeann;208;370;385;400;420;740;814;938;1005
21540;St mesmin;215;383;398;413;433;766;843;970;1038
21700;St nicolas les citeaux;267;481;496;511;531;961;1057;1204;1282
21220;St philibert;261;469;484;499;519;939;1033;1177;1253
21230;St pierre en vaux;253;454;469;484;504;909;1000;1141;1216
21230;St prix les arnay;241;432;447;462;482;864;950;1087;1160
21500;St remy;171;301;316;331;351;601;661;772;832
21190;St romain;288;520;535;550;570;1040;1144;1298;1380
21320;Ste sabine;227;406;421;436;456;811;892;1024;1094
21270;St sauveur;235;421;436;451;471;841;925;1060;1132
21130;St seine en bache;260;468;483;498;518;935;1029;1172;1249
21440;St seine l abbaye;192;340;355;370;390;680;748;866;930
21610;St seine sur vingeanne;226;404;419;434;454;808;888;1019;1089
21170;St symphorien sur saone;271;488;503;518;538;976;1074;1222;1300
21350;St thibault;202;359;374;389;409;718;789;911;977
21170;St usage;266;479;494;509;529;958;1053;1199;1277
21410;St victor sur ouche;272;490;505;520;540;980;1078;1226;1305
21580;Salives;184;325;340;355;375;650;715;830;893
21690;Salmaise;192;340;355;370;390;680;748;866;930
21170;Samerey;270;486;501;516;536;973;1070;1217;1296
21590;Santenay;269;484;499;514;534;969;1066;1213;1291
21340;Santosse;260;468;483;498;518;935;1029;1172;1249
21210;Saulieu;203;361;376;391;411;721;793;916;982
21910;Saulon la chapelle;250;449;464;479;499;898;987;1127;1202
21910;Saulon la rue;248;445;460;475;495;890;979;1118;1193
21120;Saulx le duc;222;396;411;426;446;793;872;1001;1071
21360;Saussey;249;447;462;477;497;894;983;1123;1197
21380;Saussy;237;424;439;454;474;849;934;1069;1141
21420;Savigny les beaune;278;501;516;531;551;1003;1103;1253;1333
21380;Savigny le sec;224;400;415;430;450;800;880;1010;1080
21540;Savigny sous malain;207;368;383;398;418;736;810;934;1000
21430;Savilly;225;402;417;432;452;804;884;1015;1085
21500;Savoisy;157;274;289;304;324;549;604;709;766
21310;Savolles;239;428;443;458;478;856;942;1078;1150
21910;Savouges;252;453;468;483;503;905;996;1136;1211
21220;Segrois;268;483;498;513;533;965;1062;1208;1286
21150;Seigny;178;314;329;344;364;628;690;803;864
21260;Selongey;211;376;391;406;426;751;826;952;1019
21320;Semarey;232;415;430;445;465;830;913;1046;1118
21220;Semezanges;260;468;483;498;518;935;1029;1172;1249
21450;Semond;168;295;310;325;345;590;649;758;818
21140;Semur en auxois;188;333;348;363;383;665;732;848;911
21500;Senailly;169;297;312;327;347;594;653;763;822
21800;Sennecey les dijon;241;432;447;462;482;864;950;1087;1160
21550;Ladoix serrigny;279;503;518;533;553;1006;1107;1258;1338
21250;Seurre;287;518;533;548;568;1036;1140;1294;1375
21530;Sincey les rouvray;184;325;340;355;375;650;715;830;893
21110;Soirans;252;453;468;483;503;905;996;1136;1211
21270;Soissons sur nacey;256;460;475;490;510;920;1012;1154;1230
21540;Sombernon;268;483;498;513;533;965;1062;1208;1286
21140;Souhey;193;342;357;372;392;684;752;871;935
21350;Soussey sur brionne;219;391;406;421;441;781;859;988;1057
21120;Spoy;216;385;400;415;435;770;847;974;1043
21430;Sussey;217;387;402;417;437;774;851;979;1047
21190;Tailly;284;513;528;543;563;1025;1128;1280;1361
21240;Talant;245;439;454;469;489;879;967;1105;1178
21270;Talmay;238;426;441;456;476;853;938;1073;1146
21310;Tanay;225;402;417;432;452;804;884;1015;1085
21120;Tarsul;224;400;415;430;450;800;880;1010;1080
21110;Tart l abbaye;259;466;481;496;516;931;1024;1168;1244
21110;Tart le bas;258;464;479;494;514;928;1020;1163;1239
21110;Tart le haut;251;451;466;481;501;901;991;1132;1207
21270;Tellecey;241;432;447;462;482;864;950;1087;1160
21220;Ternant;291;526;541;556;576;1051;1156;1312;1394
21290;Terrefondree;169;297;312;327;347;594;653;763;822
21150;Thenissey;186;329;344;359;379;658;723;839;902
21570;Thoires;151;263;278;293;313;526;579;682;738
21210;Thoisy la berchere;213;379;394;409;429;759;835;961;1028
21320;Thoisy le desert;228;408;423;438;458;815;897;1028;1099
21360;Thomirey;249;447;462;477;497;894;983;1123;1197
21110;Thorey en plaine;245;439;454;469;489;879;967;1105;1178
21350;Thorey sous charny;218;389;404;419;439;778;855;983;1052
21360;Thorey sur ouche;241;432;447;462;482;864;950;1087;1160
21460;Thoste;203;361;376;391;411;721;793;916;982
21340;Thury;263;473;488;503;523;946;1041;1186;1263
21250;Tichey;287;518;533;548;568;1036;1140;1294;1375
21120;Til chatel;207;368;383;398;418;736;810;934;1000
21130;Tillenay;257;462;477;492;512;924;1016;1159;1235
21460;Torcy et pouligny;179;316;331;346;366;631;694;808;869
21500;Touillon;166;291;306;321;341;583;641;749;808
21460;Toutry;182;321;336;351;371;643;707;821;883
21130;Treclun;255;458;473;488;508;916;1008;1150;1225
21310;Trocheres;240;430;445;460;480;860;946;1082;1155
21170;Trouhans;261;469;484;499;519;939;1033;1177;1253
21440;Trouhaut;200;355;370;385;405;710;781;902;968
21250;Trugny;289;522;537;552;572;1044;1148;1303;1385
21540;Turcey;198;351;366;381;401;703;773;893;958
21350;Uncey le franc;207;368;383;398;418;736;810;934;1000
21220;Urcy;262;471;486;501;521;943;1037;1181;1258
21121;Val suzon;256;460;475;490;510;920;1012;1154;1230
21320;Vandenesse en auxois;230;411;426;441;461;823;905;1037;1108
21400;Vannaire;131;226;241;256;276;451;496;592;644
21380;Vantoux les dijon;227;406;421;436;456;811;892;1024;1094
21400;Vanvey;152;265;280;295;315;530;583;686;743
21110;Varanges;247;443;458;473;493;886;975;1114;1188
21490;Varois et chaignot;230;411;426;441;461;823;905;1037;1108
21340;Vauchignon;264;475;490;505;525;950;1045;1190;1268
21440;Vaux saules;197;349;364;379;399;699;769;889;953
21360;Veilly;240;430;445;460;480;860;946;1082;1155
21370;Velars sur ouche;237;424;439;454;474;849;934;1069;1141
21350;Velogny;210;374;389;404;424;748;822;947;1014
21150;Venarey les laumes;182;321;336;351;371;643;707;821;883
21330;Verdonnet;149;259;274;289;309;519;571;673;728
21260;Vernois les vesvres;197;349;364;379;399;699;769;889;953
21120;Vernot;225;402;417;432;452;804;884;1015;1085
21260;Veronnes;209;372;387;402;422;744;818;943;1010
21260;Veronnes les petites;210;374;389;404;424;748;822;947;1014
21540;Verrey sous dree;206;366;381;396;416;733;806;929;996
21690;Verrey sous salmaise;197;349;364;379;399;699;769;889;953
21330;Vertault;126;216;231;246;266;433;476;569;621
21350;Vesvres;202;359;374;389;409;718;789;911;977
21360;Veuvey sur ouche;242;434;449;464;484;868;954;1091;1164
21520;Veuxhaulles sur aube;139;241;256;271;291;481;529;628;682
21430;Vianges;221;394;409;424;444;789;868;997;1066
21140;Vic de chassenay;192;340;355;370;390;680;748;866;930
21360;Vic des pres;243;436;451;466;486;871;958;1096;1169
21390;Vic sous thil;202;359;374;389;409;718;789;911;977
21540;Vieilmoulin;216;385;400;415;435;770;847;974;1043
21270;Vielverge;255;458;473;488;508;916;1008;1150;1225
21460;Vieux chateau;186;329;344;359;379;658;723;839;902
21310;Vievigne;218;389;404;419;439;778;855;983;1052
21230;Vievy;249;447;462;477;497;894;983;1123;1197
21200;Vignoles;281;507;522;537;557;1014;1115;1267;1347
21450;Villaines en duesmois;158;276;291;306;326;553;608;713;771
21500;Villaines les prevotes;176;310;325;340;360;620;682;794;855
21210;Villargoix;209;372;387;402;422;744;818;943;1010
21700;Villars fontaine;266;479;494;509;529;958;1053;1199;1277
21140;Villars et villenotte;187;331;346;361;381;661;727;844;907
21350;Villeberny;200;355;370;385;405;710;781;902;968
21700;Villebichot;267;481;496;511;531;961;1057;1204;1282
21120;Villecomte;220;393;408;423;443;785;864;992;1061
21330;Villedieu;126;216;231;246;266;433;476;569;621
21350;Villeferry;193;342;357;372;392;684;752;871;935
21450;La villeneuve les convers;174;306;321;336;356;613;674;785;846
21140;Villeneuve sous charigny;195;346;361;376;396;691;760;880;944
21610;Villeneuve sur vingeanne;214;381;396;411;431;763;839;965;1033
21700;Villers la faye;270;486;501;516;536;973;1070;1217;1296
21130;Villers les pots;256;460;475;490;510;920;1012;1154;1230
21400;Villers patras;127;218;233;248;268;436;480;574;625
21130;Villers rotin;263;473;488;503;523;946;1041;1186;1263
21120;Villey sur tille;213;379;394;409;429;759;835;961;1028
21430;Villiers en morvan;221;394;409;424;444;789;868;997;1066
21400;Villiers le duc;153;267;282;297;317;534;587;691;747
21690;Villotte st seine;193;342;357;372;392;684;752;871;935
21400;Villotte sur ource;152;265;280;295;315;530;583;686;743
21350;Villy en auxois;203;361;376;391;411;721;793;916;982
21250;Villy le moutier;274;494;509;524;544;988;1086;1235;1314
21500;Viserny;173;304;319;334;354;609;670;781;841
21350;Vitteaux;200;355;370;385;405;710;781;902;968
21400;Vix;132;228;243;258;278;455;501;596;649
21190;Volnay;283;511;526;541;561;1021;1123;1276;1357
21270;Vonges;247;443;458;473;493;886;975;1114;1188
21700;Vosne romanee;264;475;490;505;525;950;1045;1190;1268
21230;Voudenay;249;447;462;477;497;894;983;1123;1197
21640;Vougeot;267;481;496;511;531;961;1057;1204;1282
21290;Voulaines les templiers;154;269;284;299;319;538;591;695;752