CP;Commune;Distance;1-2 ;3-4 ;5-6 ;7-8 ;9-12 ;13-16 ;17-31 ;32-54
54610;Abaucourt;200;229,1666667;259,1666667;289,1666667;309,1666667;458,3333333;527,0833333;572,9166667;641,6666667
54800;Abbéville-lès-Conflans;174;201;231;261;281;402;462,3;502,5;562,8
54115;Aboncourt;208;237,8333333;267,8333333;297,8333333;317,8333333;475,6666667;547,0166667;594,5833333;665,9333333
54800;Affléville;168;194,5;224,5;254,5;274,5;389;447,35;486,25;544,6
54740;Affracourt;185;212,9166667;242,9166667;272,9166667;292,9166667;425,8333333;489,7083333;532,2916667;596,1666667
54770;Agincourt;178;205,3333333;235,3333333;265,3333333;285,3333333;410,6666667;472,2666667;513,3333333;574,9333333
54460;Aingeray;160;185,8333333;215,8333333;245,8333333;265,8333333;371,6666667;427,4166667;464,5833333;520,3333333
54170;Allain;157;182,5833333;212,5833333;242,5833333;262,5833333;365,1666667;419,9416667;456,4583333;511,2333333
54800;Allamont;156;181,5;211,5;241,5;261,5;363;417,45;453,75;508,2
54112;Allamps;148;172,8333333;202,8333333;232,8333333;252,8333333;345,6666667;397,5166667;432,0833333;483,9333333
54260;Allondrelle-la-Malmaison;185;212,9166667;242,9166667;272,9166667;292,9166667;425,8333333;489,7083333;532,2916667;596,1666667
54770;Amance;181;208,5833333;238,5833333;268,5833333;288,5833333;417,1666667;479,7416667;521,4583333;584,0333333
54450;Amenoncourt;232;263,8333333;293,8333333;323,8333333;343,8333333;527,6666667;606,8166667;659,5833333;738,7333333
54450;Ancerviller;227;258,4166667;288,4166667;318,4166667;338,4166667;516,8333333;594,3583333;646,0416667;723,5666667
54560;Anderny;187;215,0833333;245,0833333;275,0833333;295,0833333;430,1666667;494,6916667;537,7083333;602,2333333
54200;Andilly;160;185,8333333;215,8333333;245,8333333;265,8333333;371,6666667;427,4166667;464,5833333;520,3333333
54540;Angomont;237;269,25;299,25;329,25;349,25;538,5;619,275;673,125;753,9
54150;Anoux;178;205,3333333;235,3333333;265,3333333;285,3333333;410,6666667;472,2666667;513,3333333;574,9333333
54470;Ansauville;147;171,75;201,75;231,75;251,75;343,5;395,025;429,375;480,9
54110;Anthelupt;191;219,4166667;249,4166667;279,4166667;299,4166667;438,8333333;504,6583333;548,5416667;614,3666667
54760;Armaucourt;188;216,1666667;246,1666667;276,1666667;296,1666667;432,3333333;497,1833333;540,4166667;605,2666667
54530;Arnaville;182;209,6666667;239,6666667;269,6666667;289,6666667;419,3333333;482,2333333;524,1666667;587,0666667
54370;Arracourt;210;240;270;300;320;480;552;600;672
54760;Arraye-et-Han;190;218,3333333;248,3333333;278,3333333;298,3333333;436,6666667;502,1666667;545,8333333;611,3333333
54510;Art-sur-Meurthe;184;211,8333333;241,8333333;271,8333333;291,8333333;423,6666667;487,2166667;529,5833333;593,1333333
54370;Athienville;209;238,9166667;268,9166667;298,9166667;318,9166667;477,8333333;549,5083333;597,2916667;668,9666667
54700;Atton;189;217,25;247,25;277,25;297,25;434,5;499,675;543,125;608,3
54580;Auboué;175;202,0833333;232,0833333;262,0833333;282,0833333;404,1666667;464,7916667;505,2083333;565,8333333
54560;Audun-le-Roman;180;207,5;237,5;267,5;287,5;415;477,25;518,75;581
54450;Autrepierre;230;261,6666667;291,6666667;321,6666667;341,6666667;523,3333333;601,8333333;654,1666667;732,6666667
54380;Autreville-sur-Moselle;183;210,75;240,75;270,75;290,75;421,5;484,725;526,875;590,1
54160;Autrey;181;208,5833333;238,5833333;268,5833333;288,5833333;417,1666667;479,7416667;521,4583333;584,0333333
54490;Avillers;173;199,9166667;229,9166667;259,9166667;279,9166667;399,8333333;459,8083333;499,7916667;559,7666667
54385;Avrainville;176;203,1666667;233,1666667;263,1666667;283,1666667;406,3333333;467,2833333;507,9166667;568,8666667
54450;Avricourt;224;255,1666667;285,1666667;315,1666667;335,1666667;510,3333333;586,8833333;637,9166667;714,4666667
54150;Avril;178;205,3333333;235,3333333;265,3333333;285,3333333;410,6666667;472,2666667;513,3333333;574,9333333
54210;Azelot;185;212,9166667;242,9166667;272,9166667;292,9166667;425,8333333;489,7083333;532,2916667;596,1666667
54122;Azerailles;216;246,5;276,5;306,5;326,5;493;566,95;616,25;690,2
54120;Baccarat;222;253;283;313;333;506;581,9;632,5;708,4
54540;Badonviller;230;261,6666667;291,6666667;321,6666667;341,6666667;523,3333333;601,8333333;654,1666667;732,6666667
54170;Bagneux;156;181,5;211,5;241,5;261,5;363;417,45;453,75;508,2
54290;Bainville-aux-Miroirs;197;225,9166667;255,9166667;285,9166667;305,9166667;451,8333333;519,6083333;564,7916667;632,5666667
54550;Bainville-sur-Madon;173;199,9166667;229,9166667;259,9166667;279,9166667;399,8333333;459,8083333;499,7916667;559,7666667
54450;Barbas;224;255,1666667;285,1666667;315,1666667;335,1666667;510,3333333;586,8833333;637,9166667;714,4666667
54360;Barbonville;191;219,4166667;249,4166667;279,4166667;299,4166667;438,8333333;504,6583333;548,5416667;614,3666667
54170;Barisey-au-Plain;158;183,6666667;213,6666667;243,6666667;263,6666667;367,3333333;422,4333333;459,1666667;514,2666667
54170;Barisey-la-Côte;155;180,4166667;210,4166667;240,4166667;260,4166667;360,8333333;414,9583333;451,0416667;505,1666667
54150;Les Baroches;170;196,6666667;226,6666667;256,6666667;276,6666667;393,3333333;452,3333333;491,6666667;550,6666667
54620;Baslieux;185;212,9166667;242,9166667;272,9166667;292,9166667;425,8333333;489,7083333;532,2916667;596,1666667
54370;Bathelémont;211;241,0833333;271,0833333;301,0833333;321,0833333;482,1666667;554,4916667;602,7083333;675,0333333
54980;Batilly;175;202,0833333;232,0833333;262,0833333;282,0833333;404,1666667;464,7916667;505,2083333;565,8333333
54115;Battigny;172;198,8333333;228,8333333;258,8333333;278,8333333;397,6666667;457,3166667;497,0833333;556,7333333
54370;Bauzemont;205;234,5833333;264,5833333;294,5833333;314,5833333;469,1666667;539,5416667;586,4583333;656,8333333
54290;Bayon;197;225,9166667;255,9166667;285,9166667;305,9166667;451,8333333;519,6083333;564,7916667;632,5666667
54890;Bayonville-sur-Mad;179;206,4166667;236,4166667;266,4166667;286,4166667;412,8333333;474,7583333;516,0416667;577,9666667
54620;Bazailles;185;212,9166667;242,9166667;272,9166667;292,9166667;425,8333333;489,7083333;532,2916667;596,1666667
54470;Beaumont;142;166,3333333;196,3333333;226,3333333;246,3333333;332,6666667;382,5666667;415,8333333;465,7333333
54800;Béchamps;159;184,75;214,75;244,75;264,75;369,5;424,925;461,875;517,3
54610;Belleau;104;125,1666667;155,1666667;185,1666667;205,1666667;250,3333333;287,8833333;312,9166667;350,4666667
54940;Belleville;174;201;231;261;281;402;462,3;502,5;562,8
54450;Bénaménil;212;242,1666667;272,1666667;302,1666667;322,1666667;484,3333333;556,9833333;605,4166667;678,0666667
54740;Benney;187;215,0833333;245,0833333;275,0833333;295,0833333;430,1666667;494,6916667;537,7083333;602,2333333
54470;Bernécourt;146;170,6666667;200,6666667;230,6666667;250,6666667;341,3333333;392,5333333;426,6666667;477,8666667
54480;Bertrambois;238;270,3333333;300,3333333;330,3333333;350,3333333;540,6666667;621,7666667;675,8333333;756,9333333
54120;Bertrichamps;226;257,3333333;287,3333333;317,3333333;337,3333333;514,6666667;591,8666667;643,3333333;720,5333333
54640;Bettainvillers;179;206,4166667;236,4166667;266,4166667;286,4166667;412,8333333;474,7583333;516,0416667;577,9666667
54620;Beuveille;181;208,5833333;238,5833333;268,5833333;288,5833333;417,1666667;479,7416667;521,4583333;584,0333333
54115;Beuvezin;184;211,8333333;241,8333333;271,8333333;291,8333333;423,6666667;487,2166667;529,5833333;593,1333333
54560;Beuvillers;190;218,3333333;248,3333333;278,3333333;298,3333333;436,6666667;502,1666667;545,8333333;611,3333333
54760;Bey-sur-Seille;189;217,25;247,25;277,25;297,25;434,5;499,675;543,125;608,3
54370;Bezange-la-Grande;201;230,25;260,25;290,25;310,25;460,5;529,575;575,625;644,7
54380;Bezaumont;175;202,0833333;232,0833333;262,0833333;282,0833333;404,1666667;464,7916667;505,2083333;565,8333333
54200;Bicqueley;149;173,9166667;203,9166667;233,9166667;253,9166667;347,8333333;400,0083333;434,7916667;486,9666667
54300;Bienville-la-Petite;202;231,3333333;261,3333333;291,3333333;311,3333333;462,6666667;532,0666667;578,3333333;647,7333333
54540;Bionville;242;274,6666667;304,6666667;334,6666667;354,6666667;549,3333333;631,7333333;686,6666667;769,0666667
54360;Blainville-sur-l'Eau;193;221,5833333;251,5833333;281,5833333;301,5833333;443,1666667;509,6416667;553,9583333;620,4333333
54450;Blâmont;227;258,4166667;288,4166667;318,4166667;338,4166667;516,8333333;594,3583333;646,0416667;723,5666667
54450;Blémerey;217;247,5833333;277,5833333;307,5833333;327,5833333;495,1666667;569,4416667;618,9583333;693,2333333
54700;Blénod-lès-Pont-à-Mousson;176;203,1666667;233,1666667;263,1666667;283,1666667;406,3333333;467,2833333;507,9166667;568,8666667
54113;Blénod-lès-Toul;149;173,9166667;203,9166667;233,9166667;253,9166667;347,8333333;400,0083333;434,7916667;486,9666667
54620;Boismont;183;210,75;240,75;270,75;290,75;421,5;484,725;526,875;590,1
54800;Boncourt;164;190,1666667;220,1666667;250,1666667;270,1666667;380,3333333;437,3833333;475,4166667;532,4666667
54300;Bonviller;201;230,25;260,25;290,25;310,25;460,5;529,575;575,625;644,7
54290;Borville;204;233,5;263,5;293,5;313,5;467;537,05;583,75;653,8
54200;Boucq;145;169,5833333;199,5833333;229,5833333;249,5833333;339,1666667;390,0416667;423,9583333;474,8333333
54470;Bouillonville;157;182,5833333;212,5833333;242,5833333;262,5833333;365,1666667;419,9416667;456,4583333;511,2333333
54200;Bouvron;157;182,5833333;212,5833333;242,5833333;262,5833333;365,1666667;419,9416667;456,4583333;511,2333333
54770;Bouxières-aux-Chênes;182;209,6666667;239,6666667;269,6666667;289,6666667;419,3333333;482,2333333;524,1666667;587,0666667
54136;Bouxières-aux-Dames;172;198,8333333;228,8333333;258,8333333;278,8333333;397,6666667;457,3166667;497,0833333;556,7333333
54700;Bouxières-sous-Froidmont;195;223,75;253,75;283,75;303,75;447,5;514,625;559,375;626,5
54930;Bouzanville;192;220,5;250,5;280,5;300,5;441;507,15;551,25;617,4
54800;Brainville;164;190,1666667;220,1666667;250,1666667;270,1666667;380,3333333;437,3833333;475,4166667;532,4666667
54740;Bralleville;201;230,25;260,25;290,25;310,25;460,5;529,575;575,625;644,7
54610;Bratte;186;214;244;274;294;428;492,2;535;599,2
54190;Bréhain-la-Ville;199;228,0833333;258,0833333;288,0833333;308,0833333;456,1666667;524,5916667;570,2083333;638,6333333
54540;Bréménil;234;266;296;326;346;532;611,8;665;744,8
54290;Brémoncourt;201;230,25;260,25;290,25;310,25;460,5;529,575;575,625;644,7
54150;Briey;172;198,8333333;228,8333333;258,8333333;278,8333333;397,6666667;457,3166667;497,0833333;556,7333333
54280;Brin-sur-Seille;192;220,5;250,5;280,5;300,5;441;507,15;551,25;617,4
54120;Brouville;223;254,0833333;284,0833333;314,0833333;334,0833333;508,1666667;584,3916667;635,2083333;711,4333333
54200;Bruley;148;172,8333333;202,8333333;232,8333333;252,8333333;345,6666667;397,5166667;432,0833333;483,9333333
54800;Bruville;169;195,5833333;225,5833333;255,5833333;275,5833333;391,1666667;449,8416667;488,9583333;547,6333333
54110;Buissoncourt;191;219,4166667;249,4166667;279,4166667;299,4166667;438,8333333;504,6583333;548,5416667;614,3666667
54113;Bulligny;151;176,0833333;206,0833333;236,0833333;256,0833333;352,1666667;404,9916667;440,2083333;493,0333333
54370;Bures;211;241,0833333;271,0833333;301,0833333;321,0833333;482,1666667;554,4916667;602,7083333;675,0333333
54450;Buriville;216;246,5;276,5;306,5;326,5;493;566,95;616,25;690,2
54210;Burthecourt-aux-Chênes;185;212,9166667;242,9166667;272,9166667;292,9166667;425,8333333;489,7083333;532,2916667;596,1666667
54134;Ceintrey;184;211,8333333;241,8333333;271,8333333;291,8333333;423,6666667;487,2166667;529,5833333;593,1333333
54420;Cerville;185;212,9166667;242,9166667;272,9166667;292,9166667;425,8333333;489,7083333;532,2916667;596,1666667
54230;Chaligny;165;191,25;221,25;251,25;271,25;382,5;439,875;478,125;535,5
54890;Chambley-Bussières;171;197,75;227,75;257,75;277,75;395,5;454,825;494,375;553,7
54280;Champenoux;188;216,1666667;246,1666667;276,1666667;296,1666667;432,3333333;497,1833333;540,4166667;605,2666667
54700;Champey-sur-Moselle;170;196,6666667;226,6666667;256,6666667;276,6666667;393,3333333;452,3333333;491,6666667;550,6666667
54250;Champigneulles;171;197,75;227,75;257,75;277,75;395,5;454,825;494,375;553,7
54300;Chanteheux;200;229,1666667;259,1666667;289,1666667;309,1666667;458,3333333;527,0833333;572,9166667;641,6666667
54330;Chaouilley;182;209,6666667;239,6666667;269,6666667;289,6666667;419,3333333;482,2333333;524,1666667;587,0666667
54260;Charency-Vezin;191;219,4166667;249,4166667;279,4166667;299,4166667;438,8333333;504,6583333;548,5416667;614,3666667
54470;Charey;164;190,1666667;220,1666667;250,1666667;270,1666667;380,3333333;437,3833333;475,4166667;532,4666667
54113;Charmes-la-Côte;147;171,75;201,75;231,75;251,75;343,5;395,025;429,375;480,9
54360;Charmois;193;221,5833333;251,5833333;281,5833333;301,5833333;443,1666667;509,6416667;553,9583333;620,4333333
54200;Chaudeney-sur-Moselle;148;172,8333333;202,8333333;232,8333333;252,8333333;345,6666667;397,5166667;432,0833333;483,9333333
54230;Chavigny;171;197,75;227,75;257,75;277,75;395,5;454,825;494,375;553,7
54450;Chazelles-sur-Albe;224;255,1666667;285,1666667;315,1666667;335,1666667;510,3333333;586,8833333;637,9166667;714,4666667
54122;Chenevières;210;240;270;300;320;480;552;600;672
54610;Chenicourt;192;220,5;250,5;280,5;300,5;441;507,15;551,25;617,4
54720;Chenières;191;219,4166667;249,4166667;279,4166667;299,4166667;438,8333333;504,6583333;548,5416667;614,3666667
54200;Choloy-Ménillot;138;162;192;222;242;324;372,6;405;453,6
54480;Cirey-sur-Vezouze;234;266;296;326;346;532;611,8;665;744,8
54290;Clayeures;205;234,5833333;264,5833333;294,5833333;314,5833333;469,1666667;539,5416667;586,4583333;656,8333333
54610;Clémery;195;223,75;253,75;283,75;303,75;447,5;514,625;559,375;626,5
54330;Clérey-sur-Brenon;188;216,1666667;246,1666667;276,1666667;296,1666667;432,3333333;497,1833333;540,4166667;605,2666667
54370;Coincourt;214;244,3333333;274,3333333;304,3333333;324,3333333;488,6666667;561,9666667;610,8333333;684,1333333
54260;Colmey;185;212,9166667;242,9166667;272,9166667;292,9166667;425,8333333;489,7083333;532,2916667;596,1666667
54170;Colombey-les-Belles;159;184,75;214,75;244,75;264,75;369,5;424,925;461,875;517,3
54800;Conflans-en-Jarnisy;171;197,75;227,75;257,75;277,75;395,5;454,825;494,375;553,7
54870;Cons-la-Grandville;188;216,1666667;246,1666667;276,1666667;296,1666667;432,3333333;497,1833333;540,4166667;605,2666667
54400;Cosnes-et-Romain;193;221,5833333;251,5833333;281,5833333;301,5833333;443,1666667;509,6416667;553,9583333;620,4333333
54110;Courbesseaux;194;222,6666667;252,6666667;282,6666667;302,6666667;445,3333333;512,1333333;556,6666667;623,4666667
54930;Courcelles;185;212,9166667;242,9166667;272,9166667;292,9166667;425,8333333;489,7083333;532,2916667;596,1666667
54210;Coyviller;186;214;244;274;294;428;492,2;535;599,2
54740;Crantenoy;193;221,5833333;251,5833333;281,5833333;301,5833333;443,1666667;509,6416667;553,9583333;620,4333333
54170;Crépey;167;193,4166667;223,4166667;253,4166667;273,4166667;386,8333333;444,8583333;483,5416667;541,5666667
54290;Crévéchamps;188;216,1666667;246,1666667;276,1666667;296,1666667;432,3333333;497,1833333;540,4166667;605,2666667
54110;Crévic;198;227;257;287;307;454;522,1;567,5;635,6
54113;Crézilles;152;177,1666667;207,1666667;237,1666667;257,1666667;354,3333333;407,4833333;442,9166667;496,0666667
54300;Crion;204;233,5;263,5;293,5;313,5;467;537,05;583,75;653,8
54300;Croismare;207;236,75;266,75;296,75;316,75;473,5;544,525;591,875;662,9
54680;Crusnes;196;224,8333333;254,8333333;284,8333333;304,8333333;449,6666667;517,1166667;562,0833333;629,5333333
54670;Custines;176;203,1666667;233,1666667;263,1666667;283,1666667;406,3333333;467,2833333;507,9166667;568,8666667
54720;Cutry;189;217,25;247,25;277,25;297,25;434,5;499,675;543,125;608,3
54360;Damelevières;191;219,4166667;249,4166667;279,4166667;299,4166667;438,8333333;504,6583333;548,5416667;614,3666667
54470;Dampvitoux;170;196,6666667;226,6666667;256,6666667;276,6666667;393,3333333;452,3333333;491,6666667;550,6666667
54120;Deneuvre;223;254,0833333;284,0833333;314,0833333;334,0833333;508,1666667;584,3916667;635,2083333;711,4333333
54370;Deuxville;196;224,8333333;254,8333333;284,8333333;304,8333333;449,6666667;517,1166667;562,0833333;629,5333333
54930;Diarville;189;217,25;247,25;277,25;297,25;434,5;499,675;543,125;608,3
54380;Dieulouard;171;197,75;227,75;257,75;277,75;395,5;454,825;494,375;553,7
54170;Dolcourt;167;193,4166667;223,4166667;253,4166667;273,4166667;386,8333333;444,8583333;483,5416667;541,5666667
54110;Dombasle-sur-Meurthe;188;216,1666667;246,1666667;276,1666667;296,1666667;432,3333333;497,1833333;540,4166667;605,2666667
54385;Domèvre-en-Haye;166;192,3333333;222,3333333;252,3333333;272,3333333;384,6666667;442,3666667;480,8333333;538,5333333
54450;Domèvre-sur-Vezouze;222;253;283;313;333;506;581,9;632,5;708,4
54119;Domgermain;146;170,6666667;200,6666667;230,6666667;250,6666667;341,3333333;392,5333333;426,6666667;477,8666667
54450;Domjevin;214;244,3333333;274,3333333;304,3333333;324,3333333;488,6666667;561,9666667;610,8333333;684,1333333
54115;Dommarie-Eulmont;180;207,5;237,5;267,5;287,5;415;477,25;518,75;581
54130;Dommartemont;185;212,9166667;242,9166667;272,9166667;292,9166667;425,8333333;489,7083333;532,2916667;596,1666667
54470;Dommartin-la-Chaussée;172;198,8333333;228,8333333;258,8333333;278,8333333;397,6666667;457,3166667;497,0833333;556,7333333
54200;Dommartin-lès-Toul;150;175;205;235;255;350;402,5;437,5;490
54770;Dommartin-sous-Amance;179;206,4166667;236,4166667;266,4166667;286,4166667;412,8333333;474,7583333;516,0416667;577,9666667
54490;Domprix;173;199,9166667;229,9166667;259,9166667;279,9166667;399,8333333;459,8083333;499,7916667;559,7666667
54290;Domptail-en-l'Air;195;223,75;253,75;283,75;303,75;447,5;514,625;559,375;626,5
54800;Doncourt-lès-Conflans;179;206,4166667;236,4166667;266,4166667;286,4166667;412,8333333;474,7583333;516,0416667;577,9666667
54620;Doncourt-lès-Longuyon;174;201;231;261;281;402;462,3;502,5;562,8
54370;Drouville;211;241,0833333;271,0833333;301,0833333;321,0833333;482,1666667;554,4916667;602,7083333;675,0333333
54200;Écrouves;143;167,4166667;197,4166667;227,4166667;247,4166667;334,8333333;385,0583333;418,5416667;468,7666667
54360;Einvaux;202;231,3333333;261,3333333;291,3333333;311,3333333;462,6666667;532,0666667;578,3333333;647,7333333
54370;Einville-au-Jard;201;230,25;260,25;290,25;310,25;460,5;529,575;575,625;644,7
54370;Emberménil;220;250,8333333;280,8333333;310,8333333;330,8333333;501,6666667;576,9166667;627,0833333;702,3333333
54260;Épiez-sur-Chiers;181;208,5833333;238,5833333;268,5833333;288,5833333;417,1666667;479,7416667;521,4583333;584,0333333
54610;Éply;203;232,4166667;262,4166667;292,4166667;312,4166667;464,8333333;534,5583333;581,0416667;650,7666667
54280;Erbéviller-sur-Amezule;192;220,5;250,5;280,5;300,5;441;507,15;551,25;617,4
54680;Errouville;194;222,6666667;252,6666667;282,6666667;302,6666667;445,3333333;512,1333333;556,6666667;623,4666667
54470;Essey-et-Maizerais;152;177,1666667;207,1666667;237,1666667;257,1666667;354,3333333;407,4833333;442,9166667;496,0666667
54830;Essey-la-Côte;212;242,1666667;272,1666667;302,1666667;322,1666667;484,3333333;556,9833333;605,4166667;678,0666667
54270;Essey-lès-Nancy;181;208,5833333;238,5833333;268,5833333;288,5833333;417,1666667;479,7416667;521,4583333;584,0333333
54330;Étreval;180;207,5;237,5;267,5;287,5;415;477,25;518,75;581
54690;Eulmont;177;204,25;234,25;264,25;284,25;408,5;469,775;510,625;571,9
54470;Euvezin;155;180,4166667;210,4166667;240,4166667;260,4166667;360,8333333;414,9583333;451,0416667;505,1666667
54760;Faulx;180;207,5;237,5;267,5;287,5;415;477,25;518,75;581
54115;Favières;122;144,6666667;174,6666667;204,6666667;224,6666667;289,3333333;332,7333333;361,6666667;405,0666667
54115;Fécocourt;178;205,3333333;235,3333333;265,3333333;285,3333333;410,6666667;472,2666667;513,3333333;574,9333333
54540;Fenneviller;231;262,75;292,75;322,75;342,75;525,5;604,325;656,875;735,7
54210;Ferrières;188;216,1666667;246,1666667;276,1666667;296,1666667;432,3333333;497,1833333;540,4166667;605,2666667
54470;Fey-en-Haye;159;184,75;214,75;244,75;264,75;369,5;424,925;461,875;517,3
54560;Fillières;184;211,8333333;241,8333333;271,8333333;291,8333333;423,6666667;487,2166667;529,5833333;593,1333333
54110;Flainval;191;219,4166667;249,4166667;279,4166667;299,4166667;438,8333333;504,6583333;548,5416667;614,3666667
54630;Flavigny-sur-Moselle;179;206,4166667;236,4166667;266,4166667;286,4166667;412,8333333;474,7583333;516,0416667;577,9666667
